PAY_0: ['-2'],PAY_0: ['0'],PAY_0: ['2' '3+'],PAY_3: ['-1'],PAY_3: ['2' '3+'],PAY_5: ['2' '3+'],"LIMIT_BAL_YEO: (-inf, 61.79)","LIMIT_BAL_YEO: [111.07, inf)","LIMIT_BAL_YEO: [89.11, 111.07)","AGE_LOGC: [4.21, inf)","BILL_AMT1_POW: [19.77, 185.81)","BILL_AMT1_POW: [390.34, inf)","PAY_AMT1_LOGC: (-inf, 3.11)","PAY_AMT1_LOGC: [8.42, 9.78)","PAY_AMT1_LOGC: [9.78, inf)","PAY_AMT2_POW: [9.54, 44.73)","PAY_AMT3_LOGC: (-inf, 2.35)",alvo,quebra,probas,score,safras,ID,GH
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.1812067481943651,818,202108,11420,A
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.15801408637893413,842,202101,11421,A
0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,DES,0.257459576081561,742,202109,11422,A
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,DES,0.9771205841263907,23,202108,11423,E
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,DES,0.3882641847354006,612,202111,11424,C
0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,DES,0.34790009907741,652,202109,11425,C
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,DES,0.6635038966243835,337,202102,11426,E
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,DES,0.6408525599297256,359,202102,11427,E
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,DES,0.4326074056880302,567,202112,11428,D
0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,DES,0.2950128306450246,705,202109,11429,B
0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,DES,0.5555643995715873,444,202106,11430,D
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,DES,0.376517587930024,623,202112,11431,C
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,DES,0.6226673630208727,377,202105,11432,E
0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,DES,0.8215653917823835,179,202105,11433,E
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,DES,0.9546275681571004,46,202110,11434,E
1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,DES,0.728928216765894,271,202105,11435,E
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.29459063740069324,705,202105,11436,B
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.3284594688488218,671,202105,11437,C
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,DES,0.26189839761836065,738,202108,11438,A
0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,DES,0.8912269651177027,109,202112,11439,E
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,DES,0.6658008491344914,334,202107,11440,E
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,DES,0.3004694185050195,699,202107,11441,B
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,DES,0.45606616333388666,544,202111,11442,D
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202101,11443,B
0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,DES,0.9595191234786922,41,202110,11444,E
1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,DES,0.3863917871076427,613,202107,11445,C
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.8327798094257169,168,202106,11446,E
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2833805180526203,716,202102,11447,B
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DES,0.3771500136771918,623,202103,11448,C
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,DES,0.31202919226032416,688,202103,11449,B
0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,DES,0.8156643655071546,185,202105,11450,E
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,DES,0.4252130194241434,575,202102,11451,C
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,DES,0.8416573981906914,159,202110,11452,E
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DES,0.40578736180366204,594,202105,11453,C
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.2332625929872999,766,202102,11454,A
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.37056570284687396,629,202108,11455,C
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.2198553862956924,780,202102,11456,A
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,DES,0.6127458538842321,387,202106,11457,E
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.32227282453933326,678,202109,11458,B
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,DES,0.486019895820669,514,202105,11459,D
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,DES,0.2775104043939069,722,202112,11460,B
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,DES,0.3970257411100696,603,202110,11461,C
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202105,11462,B
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DES,0.14200011482625335,858,202105,11463,A
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202109,11464,B
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,DES,0.5437409927740534,456,202110,11465,D
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202107,11466,B
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,DES,0.3751439732768111,625,202104,11467,C
0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,DES,0.9677191499894129,33,202101,11468,E
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202112,11469,B
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,DES,0.22323202566170394,776,202105,11470,A
0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,DES,0.1463475631609407,853,202102,11471,A
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DES,0.556195107818859,444,202111,11472,D
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,DES,0.46298524811058367,537,202105,11473,D
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,DES,0.9451602595841568,55,202112,11474,E
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,DES,0.3330062422402723,667,202104,11475,C
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,DES,0.31677522140058756,683,202104,11476,B
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,DES,0.819049285501154,181,202103,11477,E
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,DES,0.486019895820669,514,202106,11478,D
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,DES,0.556195107818859,444,202107,11479,D
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DES,0.3771634932376093,623,202112,11480,C
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DES,0.3771634932376093,623,202105,11481,C
0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,DES,0.3058188870671474,694,202102,11482,B
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,DES,0.28737341651748327,712,202106,11483,B
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.2198553862956924,780,202107,11484,A
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202108,11485,B
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.2183828373651599,781,202104,11486,A
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202101,11487,B
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.32227282453933326,678,202104,11488,B
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.32227282453933326,678,202109,11489,B
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.2198553862956924,780,202101,11490,A
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.24207991682657817,758,202111,11491,A
0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,DES,0.8477557540687541,153,202103,11492,E
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.1812067481943651,818,202112,11493,A
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DES,0.42231079961917223,578,202106,11494,C
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.4799708448268987,520,202112,11495,D
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.1812067481943651,818,202110,11496,A
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,DES,0.438082164773505,562,202104,11497,D
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,DES,0.438082164773505,562,202107,11498,D
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,DES,0.5835546208692391,417,202107,11499,D
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,DES,0.45606616333388666,544,202105,11500,D
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,DES,0.5672158634080074,433,202101,11501,D
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,DES,0.19155399846872942,808,202110,11502,A
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,DES,0.7093439837154721,291,202104,11503,E
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202105,11504,B
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,DES,0.2198553862956924,780,202101,11505,A
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.32227282453933326,678,202101,11506,B
0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.1516460687124879,848,202104,11507,A
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DES,0.556195107818859,444,202108,11508,D
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,DES,0.9095300917095971,91,202103,11509,E
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.1812067481943651,818,202110,11510,A
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,DES,0.7446387155093123,256,202103,11511,E
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202102,11512,B
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,DES,0.3751439732768111,625,202104,11513,C
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,DES,0.21606934979813372,784,202112,11514,A
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202101,11515,B
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,DES,0.4981836362751449,502,202101,11516,D
1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,DES,0.442907628350875,557,202109,11517,D
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,DES,0.5835546208692391,417,202103,11518,D
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.1812067481943651,818,202107,11519,A
0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,DES,0.257459576081561,742,202104,11520,A
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202111,11521,B
1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,DES,0.3372690712194746,663,202109,11522,C
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,DES,0.5905121975533837,410,202102,11523,D
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.1812067481943651,818,202112,11524,A
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,DES,0.5905121975533837,410,202101,11525,D
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202111,11526,B
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.3284594688488218,671,202112,11527,C
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202106,11528,B
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.2332625929872999,766,202107,11529,A
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,DES,0.31677522140058756,683,202111,11530,B
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DES,0.4175744680851837,582,202112,11531,C
1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,DES,0.420150471326935,580,202104,11532,C
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202109,11533,B
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,DES,0.5142324632455766,486,202102,11534,D
0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,DES,0.7394871408260715,261,202109,11535,E
0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,DES,0.21133342210691278,788,202106,11536,A
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.1812067481943651,818,202103,11537,A
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,DES,0.29175933560882916,708,202110,11538,B
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202109,11539,B
0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.12896772955649627,871,202108,11540,A
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,DES,0.4960126955562434,504,202104,11541,D
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.2522312965391702,748,202106,11542,A
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,DES,0.4981836362751449,502,202110,11543,D
0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,DES,0.3065080674698538,693,202109,11544,B
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.36471021518302077,635,202104,11545,C
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.4284673574970773,571,202108,11546,C
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,DES,0.7356976158673315,265,202109,11547,E
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202110,11548,B
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,DES,0.4539462954549478,546,202107,11549,D
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,DES,0.7623969442679767,238,202101,11550,E
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,DES,0.31677522140058756,683,202112,11551,B
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.3284594688488218,671,202108,11552,C
0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,DES,0.3824236684419445,617,202105,11553,C
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,DES,0.15856677306547123,841,202108,11554,A
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,DES,0.5835546208692391,417,202108,11555,D
0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,DES,0.24318776381123142,757,202109,11556,A
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,DES,0.36746838724210223,632,202106,11557,C
0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,DES,0.21133342210691278,788,202105,11558,A
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,DES,0.3751439732768111,625,202101,11559,C
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,DES,0.1812067481943651,818,202101,11560,A
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,DES,0.12307125726524837,877,202108,11561,A
0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,DES,0.40857428989412486,591,202102,11562,C
0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,DES,0.46960133182407887,530,202111,11563,D
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,DES,0.3970257411100696,603,202111,11564,C
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,DES,0.30236210815739234,697,202108,11565,B
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.2183828373651599,781,202105,11566,A
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,DES,0.4106555021934511,589,202106,11567,C
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,DES,0.46086046837890576,539,202109,11568,D
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,DES,0.37122904599164325,629,202102,11569,C
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202111,11570,B
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,DES,0.46086046837890576,539,202109,11571,D
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,DES,0.2447783865074742,755,202110,11572,A
0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,DES,0.3406395559144055,659,202109,11573,C
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,DES,0.4106555021934511,589,202109,11574,C
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,DES,0.31586768279364125,684,202103,11575,B
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,DES,0.5213312889019955,479,202110,11576,D
0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,DES,0.9643990600286552,36,202101,11577,E
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,DES,0.4673286742932135,533,202104,11578,D
0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,DES,0.18737761531609076,812,202106,11579,A
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,DES,0.371417071415273,628,202112,11580,C
0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,DES,0.1599732616274393,840,202106,11581,A
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,DES,0.8974443459356413,103,202102,11582,E
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,DES,0.3093863145533914,690,202110,11583,B
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,DES,0.486019895820669,514,202103,11584,D
0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,DES,0.8110820393343344,189,202107,11585,E
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,DES,0.31677522140058756,683,202102,11586,B
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.47805071432643165,522,202103,11587,D
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,DES,0.18541761037974558,814,202105,11588,A
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.2198553862956924,780,202107,11589,A
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,DES,0.845334977423804,155,202105,11590,E
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,DES,0.5958023736145396,404,202104,11591,D
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202102,11592,B
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,DES,0.31677522140058756,683,202103,11593,B
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.15801408637893413,842,202112,11594,A
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,DES,0.2624193321920972,737,202105,11595,A
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,DES,0.4450179581566217,555,202108,11596,D
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,DES,0.5835546208692391,417,202108,11597,D
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,DES,0.19155399846872942,808,202107,11598,A
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,DES,0.8140232096015612,186,202111,11599,E
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DES,0.3771634932376093,623,202104,11600,C
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,DES,0.13698421809573263,863,202104,11601,A
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202107,11602,B
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.2198553862956924,780,202102,11603,A
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,DES,0.9214852188136345,79,202103,11604,E
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202112,11605,B
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,DES,0.31677522140058756,683,202109,11606,B
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DES,0.3771634932376093,623,202103,11607,C
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.2198553862956924,780,202104,11608,A
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,DES,0.4330321492704921,567,202108,11609,D
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.3284594688488218,671,202102,11610,C
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,DES,0.31677522140058756,683,202104,11611,B
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DES,0.3241553751709228,676,202102,11612,B
0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,DES,0.44074634124492806,559,202110,11613,D
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.2522312965391702,748,202109,11614,A
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,DES,0.4981836362751449,502,202110,11615,D
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DES,0.3556279474467265,644,202101,11616,C
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202107,11617,B
0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,DES,0.9100045945249513,90,202106,11618,E
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,DES,0.44993382148170613,550,202104,11619,D
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,DES,0.18541761037974558,814,202104,11620,A
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DES,0.2198553862956924,780,202106,11621,A
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,DES,0.24443094295525333,755,202101,11622,A
0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,DES,0.11791423711706668,882,202102,11623,A
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,DES,0.47295453543507404,527,202111,11624,D
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2833805180526203,716,202104,11625,B
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,DES,0.44287423009157306,557,202110,11626,D
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,DES,0.17508855978798638,825,202102,11627,A
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,DES,0.45670482221572506,543,202107,11628,D
1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,DES,0.7785860383393541,222,202105,11629,E
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DES,0.5388796139678826,461,202104,11630,D
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,DES,0.31677522140058756,683,202110,11631,B
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,DES,0.31677522140058756,683,202109,11632,B
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202109,11633,B
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.3241553751709228,676,202108,11634,B
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,DES,0.2859813009808944,714,202112,11635,B
0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.1516460687124879,848,202108,11636,A
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,DES,0.46231572480839306,538,202106,11637,D
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DES,0.556195107818859,444,202106,11638,D
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DES,0.5158074755661199,484,202110,11639,D
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,DES,0.3004694185050195,699,202112,11640,B
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,DES,0.2183828373651599,781,202109,11641,A
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DES,0.22822914642672523,771,202111,11642,A
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,DES,0.2775104043939069,722,202110,11643,B
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,DES,0.5943914320295122,406,202109,11644,D
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DES,0.2736019323016018,726,202101,11645,B
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,DES,0.3284594688488218,671,202106,11646,C
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,DES,0.24487040976273292,755,202112,11647,A
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,DES,0.9143239280335139,86,202103,11648,E
0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,DES,0.14044982358344862,859,202101,11649,A
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DES,0.3556279474467265,644,202102,11650,C
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,DES,0.672478288164183,328,202103,11651,E
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,DES,0.8873566457199165,113,202112,11652,E
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DES,0.3556279474467265,644,202103,11653,C
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,DES,0.4099899961273985,590,202103,11654,C
